occupation,total_climbers,disabled_climbers,successful_climbs,solo_climbers,claimed_success,disputed_climbs
Business (pearl merchant),1,0,0,0,0,0
Business (factory owner),1,0,0,0,0,0
Business (computer training institute),1,0,0,0,0,0
Business (climbing equipment shop owner),1,0,1,0,0,0
Business (cellphone technology),1,0,1,0,0,0
Business  consultant,1,0,1,0,0,0
Bush pilot,1,0,1,0,0,0
Bus designer,1,0,0,0,0,0
Bus company's human resources department office worker,1,0,0,0,0,0
Bus company staff member,1,0,0,0,0,0
Bursar at a nursery,1,0,0,0,0,0
Bursar,1,0,0,0,0,0
Bureau chief for Reuters News Agency,1,0,0,0,0,0
Bulk chemicals salesman,1,0,0,0,0,0
Bulder & alpine guide,1,0,0,0,0,0
Buisinessman,1,0,0,0,0,0
"Builds climbing walls, salesman of prints & bridge inspector",1,0,0,0,0,0
Building-work manager,1,0,0,0,0,0
Building-work executive,1,0,0,0,0,0
Building technician,1,0,0,0,0,0
Building supplies salesman,1,0,0,0,0,0
Building services engineer,1,0,0,0,0,0
Building services company manager,1,0,0,0,0,0
Building service company owner,1,0,0,0,0,0
Building security manager,1,0,1,0,0,0
Building materials salesman,1,0,1,0,0,0
Building materials producer,1,0,1,0,0,0
Building maintenance supervisor,1,0,0,0,0,0
Building maintenance,1,0,0,0,0,0
Building insulator,1,0,0,0,0,0
Building inspector,1,0,1,0,0,0
Building industry staffer,1,0,0,0,0,0
Building heating technician,1,0,0,0,0,0
Building factory,1,0,0,0,0,0
Building equipment dealer,1,0,1,0,0,0
Building contractor & part-time alpine guide,1,0,0,0,0,0
Building constructor,1,0,1,0,0,0
Building construction worker,1,0,0,0,0,0
Building construction company director,1,0,0,0,0,0
Building construction company,1,0,1,0,0,0
Building construction,1,0,1,0,0,0
Building constractor,1,0,0,0,0,0
Building company worker,1,0,1,0,0,0
Building company general manager,1,0,0,0,0,0
Building comapany director,1,0,1,0,0,0
Building cleaning company owner,1,0,1,0,0,0
Builder/carpenter,1,0,1,0,0,0
"Builder, technician",1,0,0,0,0,0
Builder of swimming pools,1,0,0,0,0,0
Builder of log houses,1,0,0,0,0,0
Builder in construction company,1,0,1,0,0,0
Builder and cabinet maker,1,0,1,0,0,0
Builder (owns a home building company),1,0,0,0,0,0
Builder (house renovations),1,0,0,0,0,0
Builder (general contractor),1,0,0,0,0,0
Builder & writer,1,0,0,0,0,0
Builder & walking guide,1,0,0,0,0,0
Builder & professional ski and avalanche patrol,1,0,0,0,0,0
Builder & climbing shop owner,1,0,0,0,0,0
Builder & alpine guide,1,0,0,0,0,0
Buffalo rancher,1,0,0,0,0,0
Broom maker,1,0,1,0,0,0
Broker and salesman of produce,1,0,0,0,0,0
Broadcasting producer,1,0,0,0,0,0
Broadcasting company producer,1,0,0,0,0,0
Broadcasting company camera director,1,0,0,0,0,0
Broadcaster,1,0,0,0,0,0
Broadcast operator,1,0,1,0,0,0
Brno,1,0,0,0,0,0
British military services (engineer),1,0,1,0,0,0
British army officer (Royal Logistic Corp),1,0,1,0,0,0
British Telecom technician,1,0,0,0,0,0
British Telecom executive,1,0,0,0,0,0
British Telecom engineer,1,0,0,0,0,0
British Army's 7th Gurkha Rifles,1,0,0,0,0,0
British Army,1,0,0,0,0,0
Brigadier (Indian Army),1,0,0,0,0,0
"Brigade of Gurkhas, Hong Kong",1,0,0,0,0,0
Bridge engineer,1,0,1,0,0,0
Bridge designer,1,0,0,0,0,0
Bridge construction worker,1,0,1,0,0,0
Bridge construction engineer,1,0,1,0,0,0
Brick factory manager,1,0,1,0,0,0
Brewery staff,1,0,0,0,0,0
Brewery salesman,1,0,1,0,0,0
Branch manager of electrical appliance sales company,1,0,0,0,0,0
Branch manager of Nihon Life Insurance,1,0,0,0,0,0
Branch manager of Korea Expressway Corporation,1,0,0,0,0,0
Branch manager for recruitment company,1,0,0,0,0,0
Bowling shop salesman,1,0,1,0,0,0
Bottled-gas shop owner,1,0,0,0,0,0
Botany professor,1,0,0,0,0,0
Botanist & schoolmaster at Charterhouse,1,0,0,0,0,0
Botanist & ceramacist,1,0,0,0,0,0
Botanist & Director of Botanical Gardens of Geneva,1,0,0,0,0,0
Border security force inspector,1,0,1,0,0,0
Border policemen,1,0,0,0,0,0
Border policeman & alpine guide,1,0,0,0,1,0
Border police,1,0,1,0,0,0
Border customs official,1,0,1,0,0,0
Bookstore manager,1,0,0,0,0,0
Bookshop manager,1,0,0,0,0,0
Bookshop employee,1,0,0,0,0,0
Bookseller (antiquarian),1,0,0,0,0,0
Books sales representatives,1,0,0,0,0,0
"Bookkeeper, Hitachi Electric Co.",1,0,0,0,0,0
Bookkeeper in middle school,1,0,0,0,0,0
Bookkeeper and secretary,1,0,0,0,0,0
Bookkeeper and occasional tester of mountaineering clothing,1,0,1,0,0,0
Bookkeeper (pharmaceutical company),1,0,0,0,0,0
Bookkeeper (clerk),1,0,0,0,0,0
Book shop owner,1,0,1,0,0,0
Book shop manager,1,0,0,0,0,0
Book shop assistant,1,0,0,0,0,0
Book saleswoman,1,0,0,0,0,0
Book publishing consultant,1,0,1,0,0,0
Book publishing company manuscript selector,1,0,0,0,0,0
Book publishing company employee,1,0,0,0,0,0
Book publisher & philosopher,1,0,0,0,0,0
Book keeper,1,0,0,0,0,0
Book and magazine publishing consultant,1,0,0,0,0,0
Book and magazine editor & ski lodge manager,1,0,0,0,0,0
Bond trader,1,0,0,0,0,0
Bomber Command Flight Safety Officer,1,0,0,0,0,0
Boilerman,1,0,1,0,0,0
Boiler engineer,1,0,0,0,0,0
Bodyguard,1,0,1,0,0,0
Boat captain,1,0,0,0,0,0
Boat builder & caulker,1,0,0,0,0,0
"Board member, The Japanese Alpine Club",1,0,0,0,0,0
Board member of finance company,1,0,0,0,0,0
Board member of Dutch Alpine Club,1,0,0,0,0,0
Blacksmith & locksmith,1,0,0,0,0,0
Bishop (on return to Poland plans to be an exped organizer),1,0,1,0,0,0
Biscuit company marketing manager,1,0,0,0,0,0
Biotherapist,1,0,0,0,0,0
Biotechnology executive,1,0,0,0,0,0
Biotech company sales manager,1,0,1,0,0,0
Biotech,1,0,1,0,0,0
Biophysicist,1,0,1,0,0,0
Biomedical researcher for US National Institute of Health,1,0,0,0,0,0
Biomedical engineer,1,0,1,0,0,0
Biomedical Engineer,1,0,0,0,0,0
Biology technician,1,0,0,0,0,0
Biology student at Leyden University,1,0,0,0,0,0
Biology student & fisherman,1,0,0,0,0,0
Biology researcher,1,0,1,0,0,0
Biology professor (Stanford Univ),1,0,0,0,0,0
Biologist working in water purification,1,0,0,0,0,0
Biologist (university teacher on medical faculty),1,0,0,0,0,0
Biologist (university assistant lecturer),1,0,0,0,0,0
Biologist & tour guide,1,0,0,0,0,0
Biologist & law student,1,0,0,0,0,0
Biologist & geologist,1,0,0,0,0,0
Biologist & environmental technician,1,0,1,0,0,0
Biologist & anthropologist,1,0,0,0,0,0
Biologist & alpinist,1,0,0,0,0,0
Biological research,1,0,0,0,0,0
Biocybernetics engineer,1,0,0,0,0,0
Biochemistry teacher,1,0,0,0,0,0
Biochemist (University of California),1,0,0,0,0,0
Biochemist (PhD candidate at Stanford),1,0,0,0,0,0
Biochemical engineer,1,0,0,0,0,0
Bioarchealogist & professor,1,0,0,0,0,0
Bio-chemist,1,0,0,0,0,0
Billiard hall owner,1,0,0,0,0,0
Bike shop owner,1,0,1,0,0,0
Bike mechanic,1,0,0,0,0,0
Big screen film-maker,1,0,0,0,0,0
Bicyle shop owner,1,0,0,0,0,0
Bicycle trader,1,0,0,0,0,0
Bicycle shop assistant,1,0,0,0,0,0
Bicycle racer,1,0,0,0,0,0
Bicycle messenger,1,0,1,0,0,0
Beverages delivery driver,1,0,0,0,0,0
Between studying (MBA) and career,1,0,1,0,0,0
Between careers (was financial advisor in spring 2005),1,0,0,0,0,0
Beer salesman,1,0,0,0,0,0
Beauty salon manager,1,0,0,0,0,0
Beautician & masseuse,1,0,0,0,0,0
Beautician,1,0,0,0,0,0
Beach club owner,1,0,0,0,0,0
Bavarian state official(in unemployment-insurance organisation),1,0,0,0,0,0
"Battalion quarter master, Nepal Army",1,0,0,0,0,0
Bathroom shop salesman,1,0,0,0,0,0
Bat specialist,1,0,0,0,0,0
Base-jumper,1,0,0,0,0,0
Base camp manager,1,0,0,0,0,0
Bartender & snowboard instructor,1,0,1,0,0,0
Barrister practising commercial law,1,0,0,0,0,0
Barrister (Queens's Counsel),1,0,0,0,0,0
Barman (in 2002),1,0,0,0,0,0
Barcelona underground train driver,1,0,1,0,0,0
Barber,1,0,0,0,0,0
Bar tender/waiter,1,0,0,0,0,0
Bar tender,1,0,0,0,0,0
Bar and restaurant owner/manager,1,0,0,0,0,0
Banking systems consultant,1,0,0,0,0,0
Banking staff of Morgan Stanley,1,0,0,0,0,0
Banking management consultant,1,0,0,0,0,0
Bankikng,1,0,1,0,0,0
"Banker, National Bank of Abu Dhabi",1,0,0,0,0,0
Banker and information consultant,1,0,0,0,0,0
Banker (financial analyst),1,0,0,0,0,0
Banker & novel writer,1,0,0,0,0,0
Banker & climate change advocate,1,0,0,0,0,0
Bank treasury specialist,1,0,1,0,0,0
Bank teller,1,0,0,0,0,0
Bank projects manager,1,0,1,0,0,0
Bank president,1,0,0,0,0,0
"Bank officer, Saitama Bank",1,0,0,0,0,0
Bank manager & alpinist,1,0,0,0,0,0
Bank employee consultant,1,0,1,0,0,0
Bank employee & exchange dealer,1,0,0,0,0,0
Bank economist,1,0,0,0,0,0
Bank branch manager,1,0,1,0,0,0
Bank board member,1,0,0,0,0,0
Bank administrator,1,0,0,0,0,0
Bank administrative staff,1,0,0,0,0,0
Bank administration staffer,1,0,0,0,0,0
Bank Manager,1,0,0,0,0,0
Bank Employee,1,0,0,0,0,0
Baning consultant,1,0,0,0,0,0
Ballet services company manager,1,0,0,0,0,0
Backpacking shop owner,1,0,1,0,0,0
Back-country ranger,1,0,0,0,0,0
Baby-wear manufacturer,1,0,1,0,0,0
BSF additional deputy inspector general,1,0,1,0,0,0
BMW employee,1,0,0,0,0,0
BMC executive,1,0,1,0,0,0
BC manager & alpine coordinator,1,0,0,0,0,0
BBC television technician,1,0,0,0,0,0
BBC television,1,0,0,0,0,0
BBC sound recordist,1,0,0,0,0,0
BBC reporter,1,0,0,0,0,0
BBC radio sound engineer,1,0,1,0,0,0
BBC journalist & film-maker,1,0,0,0,0,0
BBC assistant film producer,1,0,0,0,0,0
BBC TV/radio journalist,1,0,0,0,0,0
BBC TV broadcaster,1,0,0,0,0,0
Ayurveda student,1,0,0,0,0,0
Aviation technician,1,0,0,0,0,0
Aviation officer,1,0,0,0,0,0
Aviation mechanic,1,0,0,0,0,0
Avalanche service manager,1,0,1,0,0,0
Avalanche service,1,0,0,0,0,0
Avalanche scientist,1,0,0,0,0,0
Avalanche safety officer,1,0,0,0,0,0
Avalanche observer,1,0,1,0,0,0
"Avalanche forecaster, rescuer & alpine guide",1,0,1,0,0,0
Auxiliary nurse,1,0,0,0,0,0
Automotive training manager,1,0,1,0,0,0
Automotive parts importer,1,0,0,0,0,0
Automotive mechanic,1,0,0,0,0,0
Automotive manager,1,0,0,0,0,0
Automobile test driver,1,0,1,0,0,0
Automobile manufacturer's technical engineer,1,0,1,0,0,0
Automobile manufacturer's assembly line engineer,1,0,0,0,0,0
Automobile industry project manager,1,0,0,0,0,0
Automobile garage owner,1,0,0,0,0,0
Automobile engineering company owner,1,0,0,0,0,0
Automobile distribution management,1,0,1,0,0,0
Automobile assembly,1,0,0,0,0,0
Automitive internist,1,0,0,0,0,0
Automation engineer,1,0,0,0,0,0
Auto-repair shop owner,1,0,0,0,0,0
Auto technician,1,0,0,0,0,0
Auto spare parts wholesaler,1,0,0,0,0,0
Auto spare parts supplier,1,0,0,0,0,0
Auto salesman,1,0,0,0,0,0
Auto repairman,1,0,1,0,0,0
Auto parts importer,1,0,0,0,0,0
Auto parts engineer,1,0,1,0,0,0
Auto mechanical technician,1,0,1,0,0,0
Auto factory plastic moulder,1,0,0,0,0,0
Auto factory inspector,1,0,0,0,0,0
Auto engineer,1,0,0,0,0,0
Auto dealer,1,0,0,0,0,0
Auto company manager,1,0,0,0,0,0
Auto body repairman,1,0,1,0,0,0
"Author, translator & interpreter",1,0,0,0,0,0
"Author, photographer & publisher",1,0,0,0,0,0
"Author, alpine guide & manager of mountaineering school",1,0,0,0,0,0
Author of fantasy books for young adults,1,0,1,0,0,0
Author of 'Climbing in North America',1,0,0,0,0,0
Author and lecturer,1,1,1,0,0,0
Author and company director,1,1,1,0,0,0
Author & public speeker,1,0,0,0,0,0
Austrian state television channel employee,1,0,0,0,0,0
Austrian army,1,0,0,0,0,0
Austrian Red Cross manager,1,0,0,0,0,0
Austrian Alpine Club staffer for mountain rescue,1,0,1,0,0,0
Austrian Airlines employee,1,0,0,0,0,0
Austrian Air Force major,1,0,0,0,0,0
Austrian Air Force colonel,1,0,0,0,0,0
Australian army officer (Captain),1,0,0,0,0,0
Australia,1,0,0,0,0,0
Auditor/Coach,1,0,0,0,0,0
Audio visual producer,1,0,0,0,0,0
Audio mixer,1,0,0,0,0,0
Auctioneer & insurance broker,1,0,0,0,0,0
Attorney with province's workers compensation board,1,0,0,0,0,0
Attorney with UN Development Program,1,0,0,0,0,0
Attorney in patent office,1,0,0,0,0,0
Attorney (public defender),1,0,0,0,0,0
Attorney (has law office in Houston Texas),1,0,0,0,0,0
Attorney (Federal Reserve Bank),1,0,0,0,0,0
Attorney (EKOBOX S.A.),1,0,1,0,0,0
Attorney & ski instructor,1,0,0,0,0,0
Attorney & realtor,1,0,0,0,0,0
Attorney & professor,1,0,0,0,0,0
Attorney & professional adventurer,1,0,1,0,0,0
Attorney & private notary office,1,0,1,0,0,0
Attorney & physicist,1,0,0,0,0,0
Attorney & parliament member,1,0,0,0,0,0
Attorney & insurance broker,1,0,1,0,0,0
Atomic physicist,1,0,0,0,0,0
Atomic energy production engineer,1,0,1,0,0,0
Atomic energy engineer,1,0,0,0,0,0
Atmospherics physicist,1,0,1,0,0,0
Athletics trainer,1,0,0,0,0,0
Athletics student,1,0,0,0,0,0
Athletics professor,1,0,0,0,0,0
"Athlete, writer & scientist",1,0,0,0,0,0
"Athlete, oceanographer & writer",1,0,0,0,0,0
Athlete (marathon runner),1,0,1,0,0,0
Athlete & speaker,1,0,0,0,0,0
Athlete & alpinist,1,0,0,0,0,0
At present unemployed; most recently worked in sporting goods,1,0,0,0,0,0
Astrophysics researcher,1,0,0,0,0,0
Astronomer,1,0,0,0,0,0
Astronaut,1,0,0,0,0,0
"Asst Professor of Economics, Saugor Univ",1,0,0,0,0,0
"Asst Prof of Philosophy, Tufts University",1,0,0,0,0,0
"Associate professor, Tokyo Institute of Technology",1,0,0,0,0,0
"Associate professor, Osaka College of Social Work",1,0,0,0,0,0
"Associate professor, Institute of Fluid Flow Machines",1,0,0,0,0,0
Associate professor of mechanics,1,0,1,0,0,0
"Associate professor (glaciology, geomorphology, glacial geology)",1,0,0,0,0,0
"Associate director, Colorado Outward Bound School",1,0,0,0,0,0
Assoc. Professor of Geology,1,0,0,0,0,0
"Assistant, Institiute of Physical Culture",1,0,0,0,0,0
Assistant to vice-president of telecommunications company.,1,0,0,0,0,0
Assistant to sports school teacher,1,0,0,0,0,0
Assistant to president (his father) of Co. that lays water pipes,1,0,0,0,0,0
Assistant television program producer,1,0,1,0,0,0
Assistant teacher in technical high school,1,0,0,0,0,0
Assistant superintendent of police,1,0,1,0,0,0
Assistant sports events organizer,1,0,1,0,0,0
Assistant schoolmaster,1,0,0,0,0,0
Assistant school director,1,0,0,0,0,0
Assistant registrar,1,0,0,0,0,0
Assistant radiologist,1,0,0,0,0,0
"Assistant professor, University of Electro-Communications",1,0,0,0,0,0
Assistant professor of the University,1,0,0,0,0,0
"Assistant professor of sociology, University of Cincinnati",1,0,0,0,0,0
Assistant professor of physical education in university,1,0,0,0,0,0
Assistant professor of marketing & jewellery salesman,1,0,1,0,0,0
"Assistant professor of internal medicine, Hyogo Medical Univ.",1,0,0,0,0,0
"Assistant professor of ecology, Tohoku university of agriculture",1,0,0,0,0,0
"Assistant professor of commerce, Kobe University",1,0,0,0,0,0
"Assistant professor of Political Science, Univ of Munich",1,0,1,0,0,0
"Assistant professor of Institute of Adaptation, Shinshu Univ",1,0,0,0,0,0
"Assistant professor of French, Matsuyama University",1,0,1,0,0,0
Assistant professor at dental college,1,0,0,0,0,0
Assistant professor at Chuo University,1,0,1,0,0,0
Assistant principal of high school,1,0,0,0,0,0
Assistant of plant ecological at Osaka City University,1,0,0,0,0,0
"Assistant of Institute of Adaptation, Shinshu University",1,0,0,0,0,0
Assistant movie cameraman of Ishihara International Production,1,0,0,0,0,0
Assistant medical man,1,0,0,0,0,0
Assistant manger of climbing gym,1,0,0,0,0,0
"Assistant manager, Suwa Seikosha Co. (watches)",1,0,0,0,0,0
"Assistant manager, Nippon Tsuun Co. (transport company)",1,0,0,0,0,0
Assistant manager of supermarket,1,0,0,0,0,0
Assistant manager of state tourism development organization,1,0,1,0,0,0
Assistant manager of Andra Pradesh Tourism Development Corporation,1,0,0,0,0,0
Assistant manager in Construction company,1,0,0,0,0,0
Assistant lecturer in geography at Tribhuvan University,1,0,0,0,0,0
Assistant law professor of the University of Aichi-Gakuin,1,0,0,0,0,0
Assistant instructor of forestry at Univ of Ryukus,1,0,1,0,0,0
Assistant in operating theater,1,0,0,0,0,0
Assistant in mountaineering equipment shop,1,0,0,0,0,0
Assistant in her husband's business organizing expeditions,1,0,0,0,0,0
Assistant in climbing gear shop,1,0,0,0,0,0
Assistant in a sports shop & alpine guide,1,0,1,0,0,0
Assistant in a sports shop,1,0,0,0,0,0
"Assistant editor, Design News",1,0,0,0,0,0
Assistant editor of the Statesman newspaper,1,0,0,0,0,0
Assistant doctor,1,0,0,0,0,0
Assistant director of Ishihara International Production,1,0,0,0,0,0
Assistant commander in Border Security Force,1,0,1,0,0,0
Assistant cameraman of Ishihara International Production,1,0,0,0,0,0
Assistant athletics director at Connecticut,1,0,1,0,0,0
Assistant at Nanjin Meteorology Institute,1,0,0,0,0,0
Assistant at Lan Zhou University,1,0,0,0,0,0
Assistant alpine guide,1,0,0,0,0,0
Assistant air traffic controller,1,0,0,0,0,0
Assistant TV program director,1,0,0,0,0,0
Assistant Subinspector in Nepal Police,1,0,0,0,0,0
Assistant Professor of Management,1,0,1,0,0,0
"Assistant Chief Instructor, Royal Nepal Army",1,0,1,0,0,0
Assistant Buddhist priest,1,0,1,0,0,0
Assistant,1,0,0,0,0,0
Assembly line worker,1,0,0,0,0,0
Aspirant guide,1,0,1,0,0,0
"Aspirant alpine guide, ski instructor",1,0,0,0,0,0
Asia-based manufacturing representative,1,0,0,0,0,0
Asbestos removal contractor,1,0,0,0,0,0
Artist/painter,1,0,1,0,0,0
"Artist, writer, photographer & industrial designer",1,0,1,0,0,0
Artist for archeological museum,1,0,1,0,0,0
Artist at Modern University for the Humanities,1,0,1,0,0,0
Artist (paintings & ceramics),1,0,0,0,0,0
Artist (painter) and teacher,1,0,0,0,0,0
Artist (model maker for advertising and industry),1,0,0,0,0,0
Artist (member of this expedition's film team),1,0,0,0,0,0
Artist (civilian),1,0,0,0,0,0
Artist & cameraman,1,0,0,0,0,0
Artist & blacksmith,1,0,0,0,0,0
"Artisan, ski & alpine instructor, alpine guide",1,0,0,0,0,0
Artisan of numerous skills,1,0,0,0,0,0
Artisan in home construction,1,0,0,0,0,0
Artisan (paints tall buildings),1,0,0,0,0,0
Artillery officer with rank of lieutentant,1,0,0,0,0,0
Artillery captain,1,0,0,0,0,0
Artic oil field worker,1,0,0,0,0,0
Art student,1,0,0,0,0,0
Art museum project manager,1,0,0,0,0,0
Art history student,1,0,0,0,0,0
Art gallery manager,1,0,0,0,0,0
Art director (owner of company),1,0,0,0,0,0
Art director & photographer,1,0,0,0,0,0
Art designer,1,0,0,0,0,0
Arrangement assistant (kitchen in charge),1,0,0,0,0,0
Army trooper,1,0,1,0,0,0
Army transport officer,1,0,0,0,0,0
Army test pilot,1,0,0,0,0,0
Army staff sergeant (medic),1,0,0,0,0,0
Army staff,1,0,0,0,0,0
Army sports instructor (First Sergeant),1,0,1,0,0,0
Army soldier on deputation to National Security Forces,1,0,0,0,0,0
Army soldier,1,0,1,0,0,0
Army serviceman (Indian Army),1,0,0,0,0,0
Army sergeant major,1,0,1,0,0,0
Army sergeant (havildar),1,0,1,0,0,0
Army radar station Captain,1,0,0,0,0,0
Army public relations official,1,0,0,0,0,0
Army parachute regiment,1,0,0,0,0,0
Army officer with rank of lieutenant,1,0,0,0,0,0
Army officer in 1/7 Gurkha Rifles (Captain),1,0,0,0,0,0
Army officer assigned to headquarters,1,0,1,0,0,0
Army officer Special Air Service (SAS),1,0,0,0,0,0
Army officer (trainee in army alpine guides),1,0,0,0,0,0
Army officer (pilot),1,0,0,0,0,0
Army officer (military attache in US embassy),1,0,1,0,0,0
Army officer (engineering corps),1,0,0,0,0,0
Army officer (Major),1,0,0,0,0,0
Army officer (Lieutenant),1,0,1,0,0,0
Army officer (Brigadier General),1,0,0,0,0,0
Army officer & training consultant,1,0,1,0,0,0
Army nurse,1,0,0,0,0,0
Army medical officer (Lt. Colonel),1,0,0,0,0,0
Army medical corps lieutenant,1,0,0,0,0,0
Army master sergeant,1,0,0,0,0,0
Army man,1,0,0,0,0,0
Army lieutenant colonel,1,0,1,0,0,0
Army lance corporal,1,0,1,0,0,0
Army junior commissioned officer (subedar),1,0,1,0,0,0
Army junior commissioned officer,1,0,1,0,0,0
Army instructor (colonel),1,0,0,0,0,0
Army helicopter pilot wth rank of captain,1,0,0,0,0,0
Army gunner,1,0,1,0,0,0
Army firefighter,1,0,0,0,0,0
Army engineers (Major),1,0,0,0,0,0
Army engineer with rank of major,1,0,0,0,0,0
Army draftee (private),1,0,0,0,0,0
Army corporal (naik),1,0,1,0,0,0
Army commissioned officer,1,0,1,0,0,0
"Army colonel, principal of Nehru Mountaineering Institute in Ramet",1,0,0,0,0,0
Army captain in medical corps,1,0,0,0,0,0
Army captain in auditing unit,1,0,0,0,0,0
Army brigadier,1,0,0,0,0,0
Army brigade sergeant,1,0,0,0,0,0
Army border guard,1,0,0,0,0,0
Army attorney,1,0,0,0,0,0
Army alpinist & director of travel agency,1,0,0,0,0,0
Army alpine guide with rank of sergeant,1,0,0,0,0,0
Army alpine guide (sergeant),1,0,0,0,0,0
Army alpine guide (non-commissioned officer),1,0,0,0,0,0
Army alpine guide & climbing instructor,1,0,0,0,0,0
Army adjutant teaching climbing in army's Mt'eering school,1,0,1,0,0,0
"Army Sergeant, Royal Marines",1,0,0,0,0,0
Army Sergeant (paratroops),1,0,1,0,0,0
Army Sergeant (medic),1,0,0,0,0,0
Army Sergeant (communications),1,0,0,0,0,0
Army Sergeant (Special forces),1,0,0,0,0,0
Army Second Lieutenant,1,0,0,0,0,0
Army Private First Class,1,0,0,0,0,0
Army Physical Training Corps (Sgt),1,0,0,0,0,0
Army Physical Training Corps,1,0,0,0,0,0
Army Major Sergeant,1,0,0,0,0,0
Army Major (instructor in Department of Strategic Studies),1,0,0,0,0,0
Army Major (commandant of army/mountain training centre),1,0,0,0,0,0
"Army Lieutenant, 1st Royal Hamshire Regiment",1,0,0,0,0,0
Army Lieutenant Colonel in army film unit & exped photographer,1,0,0,0,0,0
Army Lieutenant (Infantry),1,0,1,0,0,0
Army Lance Corporal,1,0,0,0,0,0
Army Intelligence Corps,1,0,0,0,0,0
Army Infantry Captain (alpine guide & ski instructor),1,0,0,0,0,0
Army Head Sergeant,1,0,0,0,0,0
Army First Lieutenant (defence ministry),1,0,0,0,0,0
Army Captain (nurse),1,0,0,0,0,0
Army Captain (helicopter pilot),1,0,0,0,0,0
Army Captain (Royal Signals),1,0,0,0,0,0
Army Captain (Royal Engineers),1,0,0,0,0,0
Army Captain (Grenadier Guards),1,0,0,0,0,0
Army Captain (British Army),1,0,0,0,0,0
Army Air Corps (Germany) (Captain),1,0,0,0,0,0
Army 1st Sergeant Major,1,0,0,0,0,0
Army 1st Lieutenant,1,0,0,0,0,0
Armed forces petty officer,1,0,0,0,0,0
Armed forces doctor,1,0,0,0,0,0
Armed forces brigadier,1,0,0,0,0,0
Argentine army lieutenant,1,0,0,0,0,0
Archivist,1,0,0,0,0,0
Architectural student & alpine guide,1,0,0,0,0,0
Architectural draftsman,1,0,1,0,0,0
Architect-photographer,1,0,0,0,0,0
Architect-builder,1,0,0,0,0,0
"Architect, construction manager",1,0,0,0,0,0
Architect in Italian Government office,1,0,1,0,0,0
Architect for Seoul Commercial Co.,1,0,0,0,0,0
Architect for Sasaki Building Trades,1,0,0,0,0,0
Architect for Mitsubishikensetsu Co.,1,0,0,0,0,0
Architect for Mitsubishi Kensetsu Co.,1,0,1,0,0,0
Architect designer,1,0,0,0,0,0
Architect and designer,1,0,1,0,0,0
Architect and builder,1,0,1,0,0,0
Architect & teacher,1,0,0,0,0,0
Architect & student,1,0,1,0,0,0
Architect & member of parliament,1,0,0,0,0,0
Architect & historian,1,0,1,0,0,0
Architect & designer,1,0,0,0,0,0
Architect & builder,1,0,1,0,0,0
Archeologue,1,0,0,0,0,0
Archeologist and climber,1,0,0,0,0,0
Archeologist & tourist guide,1,0,0,0,0,0
Archeologist & architect,1,0,0,0,0,0
Archeologist & alpinist,1,0,0,0,0,0
Archaeologist & mountaineer,1,0,1,0,0,0
Archaeologist & alpinist,1,0,1,0,0,0
Archaelogist & professor,1,0,0,0,0,0
Arbitrator,1,0,1,0,0,0
Arbitrager,1,0,0,0,0,0
Aquatic ecologist,1,0,0,0,0,0
Aquaculture consultant,1,0,0,0,0,0
Apprentice carpenter,1,0,1,0,0,0
Applied science student,1,0,1,0,0,0
Applied physics specialist at Princeton University,1,0,1,0,0,0
Applied mathemetician,1,0,0,0,0,0
Applied mathematics engineer,1,0,0,0,0,0
Applied engineer working in office of electricity company,1,0,1,0,0,0
Application enginner,1,0,0,0,0,0
Apple farmer,1,0,1,0,0,0
Apartment owner/manager,1,0,0,0,0,0
Apartment owner,1,0,0,0,0,0
Apartment building owner,1,0,1,0,0,0
Antiques salesman,1,0,1,0,0,0
Antiques restorer,1,0,0,0,0,0
Antique shop owner,1,0,1,0,0,0
Anthropology student,1,0,1,0,0,0
Anthropologist & TV Producer,1,0,0,0,0,0
Another manager of mountaineering gear distributor,1,0,0,0,0,0
Animal sciences student,1,0,1,0,0,0
Anethesiologist,1,0,0,0,0,0
Anesthetist nurse,1,0,1,0,0,0
Anesthetist and alpine medicine specialist,1,0,1,0,0,0
Anesthestist,1,0,0,0,0,0
Anesthestiologist,1,0,0,0,0,0
Anesthesist (holds doctor's degree),1,0,0,0,0,0
Andhra Pradesh Welfare Residential School,1,0,1,0,0,0
Anasesthetist,1,0,0,0,0,0
Anaesthesist,1,0,0,0,0,0
"American physicist with Melabs, Palo Alto",1,0,0,0,0,0
American Peace Corps Volunteer in Nepal 1971-72,1,0,0,0,0,0
Ambulance officer,1,0,0,0,0,0
Ambassador to Nepal,1,0,0,0,0,0
Alternative medicine,1,0,0,0,0,0
Also officer in auto pollution control company,1,0,0,0,0,0
Alpinist/writer,1,0,0,0,0,0
Alpinist/student,1,0,0,0,0,0
Alpinist/high altitude porter,1,0,0,0,0,0
"Alpinist, video-photographer & artist",1,0,1,0,0,0
"Alpinist, photographer & geophysical contractor",1,0,0,0,0,0
"Alpinist, mtn eqmt manufacturer staff, TV Co. staff",1,0,1,0,0,0
"Alpinist, instructor, lecturer & writer on climbing",1,0,1,0,0,0
"Alpinist, Guide, Photographer",1,0,0,0,0,0
"Alpinist, Author & Speaker",1,0,0,0,0,0
Alpinist with rank of warrant officer,1,0,0,0,0,0
Alpinist with rank of sergeant,1,0,0,0,0,0
Alpinist with rank of master warrant officer,1,0,0,0,0,0
